声かけ,福岡県福岡市南区大楠２丁目,2022/10/5,福岡県警によると、４日午後６時３０分ごろ、福岡市南区大楠２丁目付近で女子中学生への声かけが発生しました。（実行者の特徴：高齢男性、黒色系服装、黒色野球帽）
通せんぼ,福岡県直方市頓野,2022/10/5,福岡県警によると、４日午後８時３０分ごろ、直方市頓野の路上で女性への通せんぼが発生しました。（実行者の特徴：男性、３０代位、身長高め、紺色パーカー）
つきまとい,福岡県福岡市早良区原４丁目,2022/10/5,福岡県警によると、４日午後５時ごろ、福岡市早良区原４丁目付近の路上で女子小学生へのつきまといが発生しました。（実行者の特徴：男性、３０～４０代、赤色ロゴ入りＴシャツ、黒色ズボン）
つきまとい,福岡県福岡市南区老司５丁目,2022/10/5,福岡県警によると、４日午後８時２０分ごろ、福岡市南区老司５丁目付近で女性へのつきまといが発生しました。（実行者の特徴：男性、２０～３０歳、黒色軽自動車）
盗撮,福岡県大牟田市岬町,2022/10/5,大牟田市などによると、４日午前７時ごろ、大牟田市岬町の路上で女性への盗撮が発生しました。（実行者の特徴：高齢男性、白色上衣、灰色下衣）
声かけ,福岡県北九州市戸畑区小芝１丁目,2022/10/4,福岡県警によると、４日午後６時ごろ、北九州市戸畑区小芝１丁目付近の路上で女性への声かけが発生しました。（実行者の特徴：中年男性、がっちり体形、ピンク色シャツ）
声かけ,福岡県糸島市波多江駅北４丁目,2022/10/4,福岡県警によると、４日午後３時５０分ごろ、糸島市波多江駅北４丁目付近の路上で男子小学生への声かけが発生しました。（実行者の特徴：年配男性、緑色長袖シャツ、黒色系ズボン、黒色マスク、灰色ハット帽）
つきまとい,福岡県久留米市大善寺南１丁目,2022/10/4,福岡県警によると、３日午後６時４０分ごろ、久留米市大善寺南１丁目の路上で女性へのつきまといが発生しました。（実行者の特徴：男性、２０～３０歳、小太り、黒色半袖、黒色マスク、黒色自転車）
下半身露出,福岡県飯塚市立岩,2022/10/4,福岡県警によると、３日午後１時４０分ごろ、飯塚市立岩の路上で女性への下半身露出が発生しました。（実行者の特徴：若い男性、黒色Ｔシャツ、黒色ズボン、黒色帽子）
声かけ,福岡県鞍手町猪倉,2022/10/4,福岡県警によると、３日午後７時２０分ごろ、鞍手町猪倉付近の路上で女性への声かけが発生しました。（実行者の特徴：若い男性、黒色系シャツ、帽子、懐中電灯）
痴漢,福岡県直方市古町,2022/10/3,福岡県警によると、９月３０日午後０時４５分ごろ、直方市古町付近で女性への痴漢が発生しました。（実行者の特徴：中年男性、身長高め、黒色ジャージ、黒色キャップ帽）
刃物所持,福岡県北九州市門司区柳町,2022/10/3,福岡県警によると、３日午前１０時４０分ごろ、北九州市門司区柳町の公園で女性による刃物所持が発生しました。（実行者の特徴：ピンク色上衣、マスク）
風呂場盗撮,福岡県苅田町磯浜町１丁目,2022/10/3,福岡県警によると、２日午後１１時ごろ、苅田町磯浜町１丁目の住宅で女性への風呂場盗撮が発生しました。（実行者の特徴：不明）
つきまとい,福岡県福岡市中央区那の津３丁目,2022/10/3,福岡県警によると、９月２８日午後５時３０分ごろ、福岡市中央区那の津３丁目付近の路上で女性へのつきまといが発生しました。（実行者の特徴：中年男性、会社員風、太め、白色ワイシャツ、白色ワンボックス車）
下着盗,福岡県福智町神崎,2022/10/3,福岡県警によると、２日午後、福智町神崎付近で下着盗が発生しました。（実行者の特徴：不明）
痴漢,福岡県福岡市南区井尻１丁目,2022/10/2,福岡県警によると、２日午前１０時ごろ、福岡市南区井尻１丁目付近で女性への痴漢が発生しました。（実行者の特徴：男性、２０代後半位、小柄、白色短パン）
声かけ,福岡県直方市古町,2022/10/1,福岡県警によると、１日午後２時５０分ごろ、直方市古町の路上で女性への声かけが発生しました。（実行者の特徴：男性、３０代位、オレンジ色と白色チェック柄シャツ）
つきまとい,福岡県飯塚市枝国,2022/10/1,福岡県警によると、９月３０日午後４時ごろ、飯塚市枝国の路上で女子高校生へのつきまといが発生しました。（実行者の特徴：中年男性、坊主頭、黒色系服装）
下半身露出,福岡県北九州市八幡西区西折尾町,2022/10/1,福岡県警によると、９月３０日午後９時３０分ごろ、北九州市八幡西区西折尾町の路上で女性への下半身露出が発生しました。（実行者の特徴：男性、３０～５０代、身長高め）
卑わいな声かけ,福岡県北九州市小倉北区浅野１丁目,2022/10/1,福岡県警によると、１日午前３時１０分ごろ、北九州市小倉北区浅野１丁目付近の路上で女性への卑わいな声かけが発生しました。（実行者の特徴：中年男性、小太り）
つきまとい,福岡県福岡市早良区小田部７丁目,2022/9/30,福岡県警によると、３０日午後４時２５分ごろ、福岡市早良区小田部７丁目で女児へのつきまといが発生しました。（実行者の特徴：男性、黒色長袖、ベージュ色ズボン、マスク、黒色キャップ帽）
声かけ,福岡県大野城市若草３丁目,2022/9/30,福岡県警によると、９月３０日午前８時ごろ、大野城市若草３丁目付近の路上で女子小学生への声かけが発生しました。（実行者の特徴：男性、３０歳位、白色Ｔシャツ、マスク、緑色キャップ帽、白色の車）
つきまとい,福岡県北九州市小倉南区志井４丁目,2022/9/30,福岡県警によると、２９日午後７時ごろ、北九州市小倉南区志井４丁目付近で女性へのつきまといが発生しました。（実行者の特徴：男性、３０～４０代、坊主頭、紺色の服）
暴言,福岡県北九州市小倉南区長野本町２丁目,2022/9/30,福岡県警によると、３０日午前７時３０分ごろ、北九州市小倉南区長野本町２丁目付近で女性への暴言が発生しました。（実行者の特徴：年配男性、小柄、青色上着、黒色自転車）
つきまとい,福岡県北九州市門司区稲積１丁目,2022/9/30,福岡県警によると、２９日午後５時４０分ごろ、北九州市門司区稲積１丁目の路上で男子学生へのつきまといが発生しました。（実行者の特徴：年配男性、黒色フード付きジャンパー、黒色ズボン）
下半身露出,福岡県北九州市八幡西区星ケ丘１丁目,2022/9/30,福岡県警によると、２９日午後６時５０分ごろ、北九州市八幡西区星ケ丘１丁目付近の路上で女性への下半身露出が発生しました。（実行者の特徴：中年男性、頭髪薄め、暗色服装）
声かけ,福岡県春日市宝町２丁目,2022/9/30,福岡県警によると、２９日午後３時３０分ごろ、春日市宝町２丁目の路上で女子児童への声かけが発生しました。（実行者の特徴：年配男性、黒色服装、黒色マスク）
声かけ,福岡県北九州市小倉北区重住３丁目,2022/9/30,福岡県警によると、２９日午後５時ごろ、北九州市小倉北区重住３丁目で女子高校生への声かけが発生しました。（実行者の特徴：男性、３０代位、頭髪薄め）
暴言,福岡県福岡市中央区六本松４丁目,2022/9/29,福岡県警によると、２９日午後４時１５分ごろ、福岡市中央区六本松４丁目付近で男子小学生への暴言が発生しました。（実行者の特徴：男性、２人組、３０～４０代、赤色パーカー、白色Ｔシャツ）
不審な接触,福岡県福岡市東区みどりが丘２丁目,2022/9/29,福岡県警によると、２９日午後３時３０分ごろ、福岡市東区みどりが丘２丁目付近で小学生への不審な接触が発生しました。（実行者の特徴：年配男性、白髪はげ、小柄、白色Ｔシャツ、黄土色ズボン）
盗撮,福岡県福岡市中央区薬院４丁目,2022/9/29,福岡県警によると、２９日午後１時３０分ごろ、福岡市中央区薬院４丁目付近の路上で男子小学生への盗撮が発生しました。（実行者の特徴：中年男性、黒色系服装、銀色自転車）
痴漢,福岡県福岡市南区平和１丁目,2022/9/29,福岡県警によると、２７日午後１０時３０分ごろ、福岡市南区平和１丁目付近の路上で女性への痴漢が発生しました。（実行者の特徴：若い男性、１７～２５歳、黒色Ｔシャツ、黒色スポーツ自転車）
声かけ,福岡県福岡市城南区七隈２丁目,2022/9/29,福岡県警によると、２８日午後５時２０分ごろ、福岡市城南区七隈２丁目付近の路上で女子中学生への声かけが発生しました。（実行者の特徴：中年男性、白髪交じり、小柄、水色Ｔシャツ、黒縁メガネ、マスク）
風呂場のぞき,福岡県福岡市南区老司２丁目,2022/9/29,福岡県警によると、２８日午後１０時４０分ごろ、福岡市南区老司２丁目の住宅で女性への風呂場のぞきが発生しました。（実行者の特徴：男性）
つきまとい,福岡県北九州市小倉北区宇佐町２丁目,2022/9/29,福岡県警によると、２８日午後９時ごろ、北九州市小倉北区宇佐町２丁目付近の路上で女性へのつきまといが発生しました。（実行者の特徴：中年男性、青色チェック柄シャツ、自転車）
声かけ,福岡県福岡市中央区草香江２丁目,2022/9/28,福岡県警によると、２８日午後６時５分ごろ、福岡市中央区草香江２丁目付近の路上で男子小学生への声かけが発生しました。（実行者の特徴：女性、３０代位、肩よりやや長い頭髪、紺色Ｔシャツ）
つきまとい,福岡県福岡市中央区地行１丁目,2022/9/28,福岡県警によると、２８日午後４時ごろ、福岡市中央区地行１丁目付近の路上で女子小学生へのつきまといが発生しました。（実行者の特徴：男性、３０代位、紺色パーカー、黒色ズボン）
声かけ,福岡県宗像市自由ケ丘８丁目,2022/9/28,福岡県警によると、２８日午前７時１０分ごろ、宗像市自由ケ丘８丁目付近で女子中学生への声かけが発生しました。（実行者の特徴：男性、５０代位、青色ボーダー柄シャツ、白色ズボン、マスク）
声かけ,福岡県福岡市東区和白丘３丁目,2022/9/27,福岡県警によると、２７日午後３時３０分ごろ、福岡市東区和白丘３丁目付近で女子小学生への声かけが発生しました。（実行者の特徴：男性、複数人組、外国人風、灰色セダン車）
声かけ,福岡県小郡市三沢,2022/9/27,福岡県警によると、２７日午後３時ごろ、小郡市三沢の路上で女児への声かけが発生しました。（実行者の特徴：年配男性、黒色マスク、白色キャップ帽）
下半身露出,福岡県福岡市博多区祇園町,2022/9/27,福岡県警によると、２７日午前５時ごろ、福岡市博多区祇園町付近の路上で女性への下半身露出が発生しました。（実行者の特徴：男性、３０～３５歳、紺色カッパ、フードかぶる）
声かけ,福岡県福岡市南区井尻５丁目,2022/9/27,福岡県警によると、２６日午後８時４５分ごろ、福岡市南区井尻５丁目付近で女性への声かけが発生しました。（実行者の特徴：男性、３０～４０歳、黒色ジャージ、黒色帽子）
つきまとい,福岡県福岡市南区井尻３丁目,2022/9/27,福岡県警によると、２７日午前０時４５分ごろ、福岡市南区井尻３丁目付近で女性へのつきまといが発生しました。（実行者の特徴：男性、２０代後半位、筋肉質、灰色スウェット上衣、白色スウェットズボン、マスク）
痴漢,福岡県中間市蓮花寺,2022/9/25,福岡県警によると、２５日午前４時ごろ、中間市蓮花寺の住宅で女性への痴漢が発生しました。（実行者の特徴：若い男性、黒色Ｔシャツ、黒色ズボン、黒色マスク）
声かけ,福岡県福岡市南区筑紫丘１丁目,2022/9/24,福岡県警によると、２４日午後５時ごろ、福岡市南区筑紫丘１丁目付近の路上で女子高校生への声かけが発生しました。（実行者の特徴：男性、３０代位、配達員風、黒色系服装、黒色自転車）
つきまとい,福岡県北九州市小倉北区浅野３丁目,2022/9/24,福岡県警によると、２３日午後８時４０分ごろ、北九州市小倉北区浅野３丁目付近の路上で女性へのつきまといが発生しました。（実行者の特徴：中年男性、白色Ｔシャツ、短パン）
撮影,福岡県福津市日蒔野,2022/9/23,福岡県警によると、２３日午後４時ごろ、福津市日蒔野の公園で女性への撮影が発生しました。（実行者の特徴：男性、茶髪、茶色系作業服）
声かけ,福岡県飯塚市有安,2022/9/23,福岡県警によると、２３日午前１１時ごろ、飯塚市有安の施設で男子中学生への声かけが発生しました。（実行者の特徴：高齢男性、白髪、白色ひげ、茶色上衣、黒色野球帽）
全裸,福岡県福岡市南区大橋４丁目,2022/9/23,福岡県警によると、２３日午前９時２０分ごろ、福岡市南区大橋４丁目付近の路上で男性による全裸が発生しました。（実行者の特徴：３０～４０代、紺色ガウン）
声かけ,福岡県大任町,2022/9/22,福岡県警によると、２２日午後４時ごろ、大任町の路上で女子小学生への声かけが発生しました。（実行者の特徴：年配男性、はげ頭、小太り、クリーム色長袖シャツ、白色の車）
脱衣所盗撮,福岡県宗像市陵厳寺４丁目,2022/9/22,福岡県警によると、２１日午後１０時５３分ごろ、宗像市陵厳寺４丁目の住宅で女性への脱衣所盗撮が発生しました。（実行者の特徴：不明）
声かけ,福岡県春日市上白水５丁目,2022/9/22,福岡県警によると、２１日午後６時ごろ、春日市上白水５丁目付近の路上で児童への声かけが発生しました。（実行者の特徴：男性、５０歳位、小柄、黒色ジャンパー、黒色マスク、黒色キャップ帽、黒色軽自動車）
声かけ,福岡県糸島市神在西２丁目,2022/9/22,福岡県警によると、２１日午後４時３０分ごろ、糸島市神在西２丁目付近で女子小学生への声かけが発生しました。（実行者の特徴：若い男性、２人組、１０代位、白色Ｔシャツ、青色上衣、白色ハット帽）
痴漢,福岡県福岡市博多区冷泉町,2022/9/22,福岡県警によると、２１日午後９時ごろ、福岡市博多区冷泉町の路上で女性への痴漢が発生しました。（実行者の特徴：若い男性、灰色ポロシャツ、黒色短パン）
風呂場盗撮の疑い,福岡県岡垣町野間３丁目,2022/9/22,福岡県警によると、２１日午後１０時ごろ、岡垣町野間３丁目の住宅で女性への風呂場盗撮の疑いが発生しました。（実行者の特徴：不明）
声かけ,福岡県北九州市八幡西区大浦,2022/9/22,福岡県警によると、２１日午後４時ごろ、北九州市八幡西区大浦の公園で小学生への声かけが発生しました。（実行者の特徴：高齢男性、小太り、緑色半袖、黒色ズボン）
下半身露出,福岡県中間市東中間２丁目,2022/9/22,福岡県警によると、２１日午後８時３０分ごろ、中間市東中間２丁目の路上で女性への下半身露出が発生しました。（実行者の特徴：男性、３０代位、灰色キャップ帽）
つきまとい,福岡県宮若市磯光,2022/9/20,福岡県警によると、２０日午後４時２０分ごろ、宮若市磯光付近の路上で男子小学生へのつきまといが発生しました。（実行者の特徴：男性、３０代後半位、黒色野球帽）
声かけ,福岡県小郡市小郡,2022/9/20,福岡県警によると、２０日午後３時３０分ごろ、小郡市小郡の路上で男児への声かけが発生しました。（実行者の特徴：高齢男性、白色の車）
痴漢,福岡県古賀市花鶴丘１丁目,2022/9/20,古賀市によると、１６日午前７時４５分ごろ、古賀市花鶴丘１丁目の路上で年配男性による痴漢が発生しました。（実行者の特徴：頭髪薄め、白色Ｔシャツ）
暴行,福岡県久留米市野中町,2022/9/20,福岡県警によると、１９日午後１１時２０分ごろ、久留米市野中町付近の路上で女性への暴行が発生しました。（実行者の特徴：中年男性、紺色パーカー、ベージュ色キャップ帽）
声かけ,福岡県大牟田市中白川町１丁目,2022/9/18,福岡県警によると、１６日午後９時３０分ごろ、大牟田市中白川町１丁目の路上で女児への声かけが発生しました。（実行者の特徴：男性）
暴行,福岡県飯塚市菰田,2022/9/17,福岡県警によると、１７日午前７時ごろ、飯塚市菰田の路上で女性への暴行が発生しました。（実行者の特徴：若い男性、２人組、茶髪、ドクロ柄Ｔシャツ）
つきまとい,福岡県福岡市博多区博多駅中央街,2022/9/17,福岡県警によると、１７日午後３時ごろ、福岡市博多区博多駅中央街付近の路上で女性へのつきまといが発生しました。（実行者の特徴：男性、３０代位、青色Ｔシャツ、茶色短パン）
つきまとい,福岡県福岡市博多区那珂１丁目,2022/9/17,福岡県警によると、１７日午後１時ごろ、福岡市博多区那珂１丁目の路上で女子学生へのつきまといが発生しました。（実行者の特徴：若い男性、１０代位、緑色Ｔシャツ、ジーパン）
声かけ,福岡県中間市長津２丁目,2022/9/17,福岡県警によると、１６日午前７時ごろ、中間市長津２丁目の路上で女性への声かけが発生しました。（実行者の特徴：若い男性、黒色系服装、黒色クラッチバッグ）
声かけ,福岡県直方市上新入,2022/9/17,福岡県警によると、１６日午後４時３０分ごろ、直方市上新入の路上で小学生への声かけが発生しました。（実行者の特徴：男性、小柄）
つきまとい,福岡県福岡市城南区長尾５丁目,2022/9/17,福岡県警によると、１６日午後８時ごろ、福岡市城南区長尾５丁目付近の路上で男子高校生へのつきまといが発生しました。（実行者の特徴：中年男性、白色半袖シャツ、黒色短パン）
性行為要求,福岡県北九州市戸畑区一枝４丁目,2022/9/17,福岡県警によると、１７日午前２時４０分ごろ、北九州市戸畑区一枝４丁目付近の路上で女性への性行為要求が発生しました。（実行者の特徴：中年男性、黒色Ｔシャツ、黒色ズボン、マスク）
声かけ類似行為,福岡県北九州市八幡西区千代３丁目,2022/9/16,福岡県警によると、１５日午前８時ごろ、北九州市八幡西区千代３丁目の路上で女子小学生への声かけ類似行為が発生しました。（実行者の特徴：男性、３０代位、白色と青色縞柄服装、白色自動車）
つきまとい,福岡県糸島市前原南１丁目,2022/9/16,福岡県警によると、１６日午前８時ごろ、糸島市前原南１丁目付近の路上で男子児童へのつきまといが発生しました。（実行者の特徴：男性、３０～５０代、黒色半袖、マスク）
声かけ,福岡県糸島市志摩小金丸,2022/9/16,福岡県警によると、１５日午後５時１５分ごろ、糸島市志摩小金丸付近の路上で女子中学生への声かけが発生しました。（実行者の特徴：男性、５０代位、小太り、黒色長袖、黒色自動車）
スカート内盗撮,福岡県北九州市小倉北区浅野１丁目,2022/9/16,福岡県警によると、１５日午後３時４０分ごろ、北九州市小倉北区浅野１丁目の施設で女性へのスカート内盗撮が発生しました。（実行者の特徴：男性、白色Ｔシャツ、黒色ズボン、赤色スニーカー、スポーツバッグ）
声かけ,福岡県福岡市南区塩原２丁目,2022/9/16,福岡県警によると、１５日午後６時ごろ、福岡市南区塩原２丁目付近の路上で女子小学生への声かけが発生しました。（実行者の特徴：男性、４０～６０代、水色ストライプ柄カッターシャツ）
声かけ,福岡県福岡市早良区野芥１丁目,2022/9/15,福岡県警によると、１５日午後３時５０分ごろ、福岡市早良区野芥１丁目付近で女性への声かけが発生しました。（実行者の特徴：男性、２０～４０歳、青色ストライプ柄入り白色半袖、濃色チノパン、マスク）
つきまとい,福岡県北九州市小倉北区清水４丁目,2022/9/15,福岡県警によると、１５日午後３時２０分ごろ、北九州市小倉北区清水４丁目付近の路上で男子小学生へのつきまといが発生しました。（実行者の特徴：若い男性、青髪、白色Ｔシャツ、紺色ズボン）
痴漢,福岡県北九州市八幡西区千代ケ崎２丁目,2022/9/15,福岡県警によると、１４日午後６時ごろ、北九州市八幡西区千代ケ崎２丁目付近の路上で女性への痴漢が発生しました。（実行者の特徴：年配男性、小柄、青色Ｔシャツ、灰色ズボン）
下半身露出,福岡県福岡市博多区美野島３丁目,2022/9/15,福岡県警によると、１５日午前２時ごろ、福岡市博多区美野島３丁目付近の路上で女性への下半身露出が発生しました。（実行者の特徴：若い男性、灰色Ｔシャツ、自転車）
つきまとい,福岡県飯塚市潤野,2022/9/15,福岡県警によると、１４日午後５時ごろ、飯塚市潤野の路上で男子中学生へのつきまといが発生しました。（実行者の特徴：男性、黒色上衣、黒色帽子）
下半身露出,福岡県北九州市小倉北区浅野１丁目,2022/9/15,福岡県警によると、１４日午後４時３０分ごろ、北九州市小倉北区浅野１丁目の施設で女性への下半身露出が発生しました。（実行者の特徴：若い男性、白色Ｔシャツ、マスク、ワインレッド色キャップ帽）
菓子譲渡未遂,福岡県北九州市小倉北区下富野１丁目,2022/9/14,福岡県警によると、１３日午後３時ごろ、北九州市小倉北区下富野１丁目付近の路上で女子小学生への菓子譲渡未遂が発生しました。（実行者の特徴：年配男性、白色ジャンパー、白色ズボン、マスク、白色キャップ帽）
声かけ,福岡県直方市植木,2022/9/14,福岡県警によると、８日午後６時３０分ごろ、直方市植木の路上で中学生への声かけが発生しました。（実行者の特徴：男性、３０～４０歳、白色Ｔシャツ、ジーパン、マスク）
声かけ,福岡県糸島市篠原東,2022/9/14,糸島市によると、１３日午後３時ごろ、糸島市篠原東付近で女子小学生への声かけが発生しました。（実行者の特徴：男性、白髪、黒色Ｔシャツ、マスク、黒色キャップ帽）
声かけ,福岡県那珂川市片縄北２丁目,2022/9/14,福岡県警によると、１３日午前８時ごろ、那珂川市片縄北２丁目付近の路上で男子小学生への声かけが発生しました。（実行者の特徴：男性、２０～３０代、白色半袖、黒色キャップ帽、灰色自転車）
痴漢,福岡県宗像市田久５丁目,2022/9/14,福岡県警によると、１３日午前７時２０分ごろ、宗像市田久５丁目付近の路上で女子中学生への痴漢が発生しました。（実行者の特徴：中年男性、白色系服装）
暴行,福岡県福岡市中央区六本松４丁目,2022/9/14,福岡県警によると、１３日午後７時５０分ごろ、福岡市中央区六本松４丁目付近の路上で男性への暴行が発生しました。（実行者の特徴：男性、３０代位、灰色系Ｔシャツ、茶色系ズボン、黒縁メガネ）
声かけ,福岡県福岡市中央区六本松４丁目,2022/9/13,福岡県警によると、１３日午後４時３０分ごろ、福岡市中央区六本松４丁目付近の路上で女子小学生への声かけが発生しました。（実行者の特徴：女性、３０～４０代、肩にかからない黒髪、水玉模様柄Ｔシャツ、黒色ズボン）
声かけ,福岡県糸島市篠原東１丁目,2022/9/13,福岡県警によると、１３日午後２時５０分ごろ、糸島市篠原東１丁目付近の路上で女子小学生への声かけが発生しました。（実行者の特徴：白髪、黒色Ｔシャツ、マスク、黒色キャップ帽）
つきまとい,福岡県飯塚市小正,2022/9/12,福岡県警によると、１２日午後５時ごろ、飯塚市小正の公園で男子小学生へのつきまといが発生しました。（実行者の特徴：中年女性、肩までの黒髪、小柄、小太り、黒色Ｔシャツ、黒色半ズボン）
